Fila_atuacao;UF_Loja;Analista;Data;Status;TMA;Valor
Contato;AP;Boyce Tennant;15/06/2023;Aprovação;00:19:05;R$ 12.472,00
Vendas;MS;Rolland d'Escoffier;15/06/2023;Aprovação;00:03:03;R$ 21.841,00
Vendas;RJ;Natal Domoney;15/06/2023;Pendência;00:02:12;R$ 8.622,00
Vendas;MA;Lilas Brahms;15/06/2023;Fraude;00:20:19;R$ 4.932,00
Vendas;AC;Boyce Tennant;15/06/2023;Fraude;00:25:35;R$ 15.739,00
Contato;GO;Jermain Tolle;15/06/2023;Aprovação;00:18:46;R$ 9.386,00
Vendas;PB;Cathryn MacGibbon;15/06/2023;Aprovação;00:19:31;R$ 22.662,00
Agendamento;RJ;Gavrielle O' Neligan;15/06/2023;Aprovação;00:09:39;R$ 21.346,00
Agendamento;MA;Byron Fairbard;15/06/2023;Aprovação;00:09:49;R$ 19.868,00
Vendas;BA;Jermain Tolle;15/06/2023;Fraude;00:08:04;R$ 14.685,00
Contato;AC;Rolland d'Escoffier;15/06/2023;Reprova;00:21:36;R$ 9.680,00
Agendamento;DF;Lilas Brahms;15/06/2023;Reprova;00:04:08;R$ 4.080,00
Vendas;SP;Sianna Maypowder;15/06/2023;Reprova;00:21:24;R$ 24.108,00
Vendas;RJ;Tawsha Fincher;15/06/2023;Aprovação;00:27:33;R$ 16.140,00
Agendamento;ES;Shanda Ismay;15/06/2023;Aprovação;00:16:09;R$ 7.640,00
Vendas;RN;Natal Domoney;15/06/2023;Aprovação;00:28:06;R$ 9.186,00
Vendas;RO;Erma Larn;15/06/2023;Aprovação;00:12:50;R$ 24.033,00
Agendamento;SE;Erma Larn;15/06/2023;Aprovação;00:20:15;R$ 18.254,00
Vendas;MT;Jermain Tolle;15/06/2023;Aprovação;00:21:59;R$ 1.196,00
Contato;AM;Jodi Moyle;15/06/2023;Fraude;00:29:50;R$ 21.881,00
Agendamento;TO;Erma Larn;15/06/2023;Aprovação;00:17:10;R$ 4.733,00
Contato;RN;Christean Birrel;15/06/2023;Fraude;00:21:24;R$ 24.052,00
Agendamento;SP;Idette Thyer;15/06/2023;Aprovação;00:08:36;R$ 10.351,00
Agendamento;CE;Serena Bale;15/06/2023;Aprovação;00:05:02;R$ 10.650,00
Contato;SE;Osgood Castaignet;15/06/2023;Aprovação;00:13:01;R$ 12.886,00
Vendas;MT;Serena Bale;15/06/2023;Aprovação;00:08:45;R$ 8.856,00
Agendamento;RS;Idette Thyer;15/06/2023;Aprovação;00:29:42;R$ 4.313,00
Contato;RJ;Joli Trebilcock;15/06/2023;Reprova;00:15:26;R$ 2.347,00
Contato;AP;Seth Coley;15/06/2023;Aprovação;00:02:42;R$ 17.514,00
Vendas;RO;Natal Domoney;15/06/2023;Reprova;00:01:20;R$ 2.904,00
Vendas;ES;Katya Craghead;15/06/2023;Pendência;00:16:15;R$ 10.633,00
Vendas;MA;Carlita Yoakley;15/06/2023;Reprova;00:26:10;R$ 16.007,00
Contato;PI;Sianna Maypowder;15/06/2023;Fraude;00:19:12;R$ 11.191,00
Vendas;RS;Idette Thyer;15/06/2023;Fraude;00:23:26;R$ 4.691,00
Vendas;RJ;Leonardo Davion;15/06/2023;Reprova;00:13:36;R$ 12.278,00
Vendas;AL;Abbie Capin;15/06/2023;Reprova;00:28:19;R$ 8.752,00
Agendamento;RR;Jodi Moyle;15/06/2023;Aprovação;00:12:52;R$ 18.737,00
Vendas;DF;Cathryn MacGibbon;15/06/2023;Reprova;00:21:38;R$ 13.326,00
Vendas;MG;Gavrielle O' Neligan;15/06/2023;Reprova;00:13:22;R$ 18.190,00
Contato;SP;Lucie Mongan;15/06/2023;Aprovação;00:12:46;R$ 16.367,00
Agendamento;RN;Carol-jean Bortolotti;15/06/2023;Fraude;00:11:43;R$ 4.086,00
Contato;DF;Lilas Brahms;15/06/2023;Aprovação;00:20:06;R$ 24.429,00
Agendamento;PI;Jodi Moyle;15/06/2023;Aprovação;00:12:00;R$ 6.519,00
Agendamento;AP;Jermain Tolle;15/06/2023;Fraude;00:23:56;R$ 9.439,00
Contato;PB;Gavrielle O' Neligan;15/06/2023;Reprova;00:12:47;R$ 22.683,00
Vendas;PA;Osgood Castaignet;15/06/2023;Fraude;00:03:57;R$ 2.050,00
Agendamento;PE;Stuart Sarl;15/06/2023;Fraude;00:03:22;R$ 24.993,00
Vendas;SE;Sianna Maypowder;15/06/2023;Aprovação;00:23:14;R$ 13.465,00
Agendamento;PI;Kenyon Baugh;15/06/2023;Aprovação;00:23:43;R$ 2.570,00
Vendas;TO;Christean Birrel;15/06/2023;Pendência;00:07:02;R$ 9.487,00
Vendas;MT;Christoforo Colquyte;15/06/2023;Fraude;00:02:12;R$ 352,00
Contato;DF;Obadiah Kinde;15/06/2023;Aprovação;00:21:24;R$ 18.399,00
Vendas;TO;Osgood Castaignet;15/06/2023;Aprovação;00:15:48;R$ 7.726,00
Contato;SP;Katya Craghead;15/06/2023;Aprovação;00:11:18;R$ 3.602,00
Agendamento;TO;Idette Thyer;15/06/2023;Fraude;00:04:24;R$ 12.551,00
Agendamento;BA;Stuart Sarl;15/06/2023;Pendência;00:01:56;R$ 15.415,00
Agendamento;PE;Joli Trebilcock;15/06/2023;Fraude;00:02:32;R$ 226,00
Vendas;RR;Katya Craghead;15/06/2023;Reprova;00:17:34;R$ 709,00
Contato;BA;Bank Vertigan;15/06/2023;Aprovação;00:07:51;R$ 19.978,00
Contato;PB;Lilas Brahms;15/06/2023;Fraude;00:16:58;R$ 2.978,00
Agendamento;BA;Lucie Mongan;15/06/2023;Fraude;00:08:21;R$ 7.904,00
Agendamento;BA;Lucie Mongan;15/06/2023;Fraude;00:07:31;R$ 3.690,00
Agendamento;MG;Sianna Maypowder;15/06/2023;Aprovação;00:17:24;R$ 11.154,00
Vendas;CE;Lucie Mongan;15/06/2023;Fraude;00:27:37;R$ 7.581,00
Agendamento;RO;Rolland d'Escoffier;15/06/2023;Fraude;00:16:03;R$ 20.329,00
Contato;RJ;Idette Thyer;15/06/2023;Aprovação;00:21:36;R$ 23.850,00
Contato;MA;Kenyon Baugh;15/06/2023;Aprovação;00:02:10;R$ 3.690,00
Vendas;BA;Bank Vertigan;15/06/2023;Aprovação;00:20:08;R$ 11.879,00
Contato;RJ;Idette Thyer;15/06/2023;Aprovação;00:07:43;R$ 9.749,00
Contato;RR;Byron Fairbard;15/06/2023;Pendência;00:09:04;R$ 17.014,00
Vendas;AM;Bank Vertigan;15/06/2023;Pendência;00:20:56;R$ 13.534,00
Contato;AP;Jermain Tolle;15/06/2023;Aprovação;00:10:34;R$ 3.041,00
Vendas;CE;Bank Vertigan;15/06/2023;Reprova;00:13:40;R$ 10.942,00
Vendas;RO;Sianna Maypowder;15/06/2023;Pendência;00:15:19;R$ 7.060,00
Contato;MG;Sianna Maypowder;15/06/2023;Aprovação;00:17:38;R$ 23.807,00
Agendamento;PI;Gavrielle O' Neligan;15/06/2023;Fraude;00:19:22;R$ 24.546,00
Vendas;DF;Joli Trebilcock;15/06/2023;Aprovação;00:10:29;R$ 23.386,00
Contato;RO;Shanda Ismay;15/06/2023;Reprova;00:18:45;R$ 17.786,00
Contato;CE;Christoforo Colquyte;15/06/2023;Aprovação;00:01:33;R$ 5.234,00
Vendas;MT;Christean Birrel;15/06/2023;Aprovação;00:05:43;R$ 1.749,00
Contato;PB;Obadiah Kinde;15/06/2023;Fraude;00:13:27;R$ 3.132,00
Vendas;CE;Serena Bale;15/06/2023;Reprova;00:12:58;R$ 8.144,00
Contato;SC;Lilas Brahms;15/06/2023;Aprovação;00:27:51;R$ 7.658,00
Agendamento;BA;Natal Domoney;15/06/2023;Fraude;00:03:20;R$ 21.169,00
Vendas;MG;Bank Vertigan;15/06/2023;Fraude;00:28:41;R$ 19.968,00
Contato;SP;Lucie Mongan;15/06/2023;Aprovação;00:12:43;R$ 13.465,00
Agendamento;AP;Cathryn MacGibbon;15/06/2023;Aprovação;00:11:38;R$ 21.849,00
Agendamento;PB;Byron Fairbard;15/06/2023;Aprovação;00:29:32;R$ 12.645,00
Contato;PR;Carlita Yoakley;15/06/2023;Fraude;00:18:38;R$ 16.636,00
Agendamento;AC;Jodi Moyle;15/06/2023;Aprovação;00:20:03;R$ 8.992,00
Agendamento;GO;Lilas Brahms;15/06/2023;Reprova;00:06:13;R$ 18.317,00
Vendas;RR;Joli Trebilcock;15/06/2023;Aprovação;00:12:01;R$ 21.098,00
Contato;BA;Osgood Castaignet;15/06/2023;Aprovação;00:07:29;R$ 16.976,00
Vendas;RJ;Stuart Sarl;15/06/2023;Aprovação;00:09:18;R$ 13.906,00
Vendas;PA;Serena Bale;15/06/2023;Fraude;00:08:01;R$ 19.211,00
Agendamento;MA;Rolland d'Escoffier;15/06/2023;Aprovação;00:06:21;R$ 132,00
Vendas;PB;Kenyon Baugh;15/06/2023;Aprovação;00:06:27;R$ 3.627,00
Contato;RJ;Gavrielle O' Neligan;15/06/2023;Aprovação;00:25:49;R$ 11.234,00
Contato;PB;Carlita Yoakley;15/06/2023;Aprovação;00:13:57;R$ 8.598,00
Contato;AL;Stuart Sarl;15/06/2023;Fraude;00:24:17;R$ 8.066,00
Contato;GO;Jermain Tolle;15/06/2023;Pendência;00:08:09;R$ 22.883,00
Contato;PI;Seth Coley;15/06/2023;Aprovação;00:22:23;R$ 21.007,00
Agendamento;SP;Lilas Brahms;15/06/2023;Aprovação;00:22:27;R$ 17.671,00
Agendamento;MA;Osgood Castaignet;15/06/2023;Aprovação;00:29:42;R$ 12.990,00
Contato;ES;Katya Craghead;15/06/2023;Aprovação;00:15:32;R$ 23.136,00
Vendas;PE;Osgood Castaignet;15/06/2023;Aprovação;00:05:46;R$ 10.403,00
Agendamento;AC;Kenyon Baugh;15/06/2023;Pendência;00:21:30;R$ 16.271,00
Contato;DF;Lilas Brahms;15/06/2023;Aprovação;00:03:51;R$ 1.249,00
Agendamento;PR;Boyce Tennant;15/06/2023;Aprovação;00:05:47;R$ 10.255,00
Vendas;PB;Byron Fairbard;15/06/2023;Pendência;00:07:36;R$ 7.666,00
Agendamento;TO;Lucie Mongan;15/06/2023;Reprova;00:08:35;R$ 17.597,00
Vendas;RR;Serena Bale;15/06/2023;Fraude;00:29:24;R$ 23.964,00
Agendamento;AC;Tawsha Fincher;15/06/2023;Pendência;00:13:57;R$ 3.674,00
Contato;PA;Carol-jean Bortolotti;15/06/2023;Reprova;00:29:05;R$ 13.191,00
Contato;RJ;Tawsha Fincher;15/06/2023;Pendência;00:28:51;R$ 15.648,00
Agendamento;PB;Natal Domoney;15/06/2023;Aprovação;00:18:01;R$ 3.035,00
Agendamento;RS;Osgood Castaignet;15/06/2023;Reprova;00:19:09;R$ 15.559,00
Vendas;PB;Tawsha Fincher;15/06/2023;Aprovação;00:11:17;R$ 8.741,00
Agendamento;ES;Stuart Sarl;15/06/2023;Aprovação;00:04:38;R$ 5.948,00
Agendamento;MA;Boyce Tennant;15/06/2023;Aprovação;00:22:35;R$ 3.630,00
Vendas;RJ;Jermain Tolle;15/06/2023;Aprovação;00:22:26;R$ 16.104,00
Contato;AL;Byron Fairbard;15/06/2023;Aprovação;00:12:48;R$ 9.502,00
Contato;SC;Lilas Brahms;15/06/2023;Pendência;00:09:53;R$ 20.008,00
Agendamento;PR;Cathryn MacGibbon;15/06/2023;Fraude;00:02:32;R$ 8.125,00
Vendas;ES;Bank Vertigan;15/06/2023;Pendência;00:09:25;R$ 7.098,00
Contato;CE;Katya Craghead;15/06/2023;Fraude;00:22:13;R$ 21.520,00
Vendas;SP;Stuart Sarl;15/06/2023;Aprovação;00:18:17;R$ 22.653,00
Vendas;RR;Stuart Sarl;15/06/2023;Aprovação;00:25:56;R$ 2.296,00
Contato;PE;Osgood Castaignet;15/06/2023;Aprovação;00:01:22;R$ 2.284,00
Agendamento;AM;Seth Coley;15/06/2023;Pendência;00:13:20;R$ 13.789,00
Vendas;CE;Tawsha Fincher;15/06/2023;Aprovação;00:08:16;R$ 17.856,00
Contato;MG;Obadiah Kinde;15/06/2023;Aprovação;00:18:39;R$ 2.643,00
Vendas;MA;Christean Birrel;15/06/2023;Aprovação;00:12:11;R$ 5.561,00
Agendamento;SP;Stuart Sarl;15/06/2023;Aprovação;00:29:34;R$ 23.877,00
Vendas;AC;Christoforo Colquyte;15/06/2023;Aprovação;00:17:17;R$ 14.633,00
Vendas;PE;Idette Thyer;15/06/2023;Aprovação;00:08:15;R$ 5.013,00
Vendas;SC;Natal Domoney;15/06/2023;Fraude;00:03:38;R$ 18.051,00
Vendas;RN;Katya Craghead;15/06/2023;Fraude;00:20:11;R$ 10.970,00
Vendas;GO;Tawsha Fincher;15/06/2023;Fraude;00:14:58;R$ 16.869,00
Vendas;RS;Tawsha Fincher;15/06/2023;Fraude;00:04:01;R$ 1.400,00
Contato;SC;Sianna Maypowder;15/06/2023;Aprovação;00:12:13;R$ 9.452,00
Vendas;CE;Leonardo Davion;15/06/2023;Aprovação;00:18:15;R$ 12.543,00
Vendas;PA;Christoforo Colquyte;15/06/2023;Fraude;00:27:51;R$ 21.717,00
Agendamento;MT;Lilas Brahms;15/06/2023;Aprovação;00:15:19;R$ 16.138,00
Agendamento;RR;Christoforo Colquyte;15/06/2023;Fraude;00:21:02;R$ 5.750,00
Agendamento;RJ;Abbie Capin;15/06/2023;Fraude;00:24:37;R$ 1.786,00
Agendamento;AM;Christoforo Colquyte;15/06/2023;Aprovação;00:20:15;R$ 8.543,00
Agendamento;SE;Joli Trebilcock;15/06/2023;Reprova;00:04:46;R$ 8.435,00
Vendas;RN;Lilas Brahms;15/06/2023;Reprova;00:21:09;R$ 22.668,00
Vendas;RR;Katya Craghead;15/06/2023;Fraude;00:18:43;R$ 8.012,00
Contato;ES;Jodi Moyle;15/06/2023;Aprovação;00:01:21;R$ 6.231,00
Agendamento;AC;Bank Vertigan;15/06/2023;Aprovação;00:06:29;R$ 7.882,00
Contato;SC;Jermain Tolle;15/06/2023;Pendência;00:05:40;R$ 11.306,00
Contato;RN;Carol-jean Bortolotti;15/06/2023;Aprovação;00:15:29;R$ 5.467,00
Agendamento;CE;Idette Thyer;15/06/2023;Aprovação;00:03:52;R$ 12.946,00
Agendamento;MT;Katya Craghead;15/06/2023;Aprovação;00:19:56;R$ 4.972,00
Agendamento;PA;Christean Birrel;15/06/2023;Aprovação;00:08:34;R$ 11.082,00
Vendas;SP;Shanda Ismay;15/06/2023;Aprovação;00:21:39;R$ 15.589,00
Vendas;SP;Lilas Brahms;15/06/2023;Aprovação;00:29:46;R$ 22.904,00
Agendamento;SE;Abbie Capin;15/06/2023;Pendência;00:07:18;R$ 7.620,00
Agendamento;RN;Leonardo Davion;15/06/2023;Aprovação;00:06:51;R$ 10.697,00
Agendamento;RO;Idette Thyer;15/06/2023;Fraude;00:13:07;R$ 8.935,00
Vendas;SC;Christean Birrel;15/06/2023;Aprovação;00:22:09;R$ 12.570,00
Contato;ES;Abbie Capin;15/06/2023;Reprova;00:07:46;R$ 17.062,00
Agendamento;DF;Christean Birrel;15/06/2023;Reprova;00:04:59;R$ 21.617,00
Vendas;DF;Jermain Tolle;15/06/2023;Fraude;00:14:38;R$ 11.049,00
Agendamento;PB;Leonardo Davion;15/06/2023;Fraude;00:23:56;R$ 22.975,00
Vendas;BA;Christoforo Colquyte;15/06/2023;Aprovação;00:23:18;R$ 21.206,00
Contato;RO;Byron Fairbard;15/06/2023;Aprovação;00:21:22;R$ 3.439,00
Vendas;PI;Katya Craghead;15/06/2023;Reprova;00:12:05;R$ 17.800,00
Contato;MG;Bank Vertigan;15/06/2023;Fraude;00:11:09;R$ 12.706,00
Agendamento;RJ;Obadiah Kinde;15/06/2023;Fraude;00:25:59;R$ 8.148,00
Contato;RN;Jermain Tolle;15/06/2023;Aprovação;00:09:35;R$ 15.690,00
Agendamento;PE;Christoforo Colquyte;15/06/2023;Fraude;00:19:51;R$ 14.606,00
Agendamento;BA;Cathryn MacGibbon;15/06/2023;Aprovação;00:17:24;R$ 12.003,00
Vendas;DF;Gavrielle O' Neligan;15/06/2023;Aprovação;00:24:39;R$ 24.174,00
Contato;AP;Carlita Yoakley;15/06/2023;Fraude;00:12:52;R$ 18.597,00
Agendamento;TO;Gavrielle O' Neligan;15/06/2023;Aprovação;00:02:50;R$ 7.031,00
Agendamento;PB;Sianna Maypowder;15/06/2023;Aprovação;00:25:41;R$ 15.188,00
Agendamento;PI;Christean Birrel;15/06/2023;Aprovação;00:08:53;R$ 1.260,00
Vendas;RO;Christean Birrel;15/06/2023;Aprovação;00:20:18;R$ 6.023,00
Vendas;MA;Sianna Maypowder;15/06/2023;Pendência;00:15:18;R$ 19.078,00
Agendamento;RO;Kenyon Baugh;15/06/2023;Aprovação;00:09:29;R$ 5.750,00
Contato;AL;Joli Trebilcock;15/06/2023;Aprovação;00:28:22;R$ 1.194,00
Agendamento;PR;Christean Birrel;15/06/2023;Aprovação;00:02:50;R$ 10.780,00
Vendas;PA;Natal Domoney;15/06/2023;Reprova;00:24:05;R$ 16.450,00
Contato;MS;Carol-jean Bortolotti;15/06/2023;Fraude;00:22:24;R$ 12.642,00
Agendamento;RS;Cathryn MacGibbon;15/06/2023;Fraude;00:19:14;R$ 21.696,00
Contato;RS;Erma Larn;15/06/2023;Reprova;00:16:21;R$ 14.333,00
Contato;AL;Seth Coley;15/06/2023;Aprovação;00:22:09;R$ 23.135,00
Contato;CE;Osgood Castaignet;15/06/2023;Reprova;00:04:14;R$ 8.274,00
Contato;RJ;Joli Trebilcock;15/06/2023;Fraude;00:09:41;R$ 13.454,00
Vendas;AP;Obadiah Kinde;15/06/2023;Fraude;00:10:07;R$ 5.431,00
Agendamento;PB;Sianna Maypowder;15/06/2023;Pendência;00:09:47;R$ 17.328,00
Contato;RR;Gavrielle O' Neligan;15/06/2023;Fraude;00:08:56;R$ 16.644,00
Vendas;MS;Obadiah Kinde;15/06/2023;Pendência;00:12:21;R$ 5.718,00
Vendas;GO;Jermain Tolle;15/06/2023;Reprova;00:21:30;R$ 11.163,00
Agendamento;ES;Jermain Tolle;15/06/2023;Aprovação;00:22:16;R$ 15.402,00
Agendamento;AL;Stuart Sarl;15/06/2023;Aprovação;00:29:18;R$ 15.198,00
Contato;MA;Carlita Yoakley;15/06/2023;Reprova;00:23:33;R$ 21.374,00
Contato;RJ;Carlita Yoakley;15/06/2023;Aprovação;00:06:35;R$ 18.597,00
Contato;BA;Sianna Maypowder;15/06/2023;Reprova;00:03:09;R$ 16.761,00
Vendas;SC;Tawsha Fincher;15/06/2023;Aprovação;00:05:03;R$ 9.076,00
Contato;RN;Leonardo Davion;15/06/2023;Reprova;00:29:34;R$ 4.931,00
Agendamento;PR;Boyce Tennant;15/06/2023;Reprova;00:05:33;R$ 6.813,00
Contato;SE;Obadiah Kinde;15/06/2023;Pendência;00:08:57;R$ 24.452,00
Contato;PR;Obadiah Kinde;15/06/2023;Aprovação;00:16:29;R$ 2.223,00
Contato;MA;Joli Trebilcock;15/06/2023;Aprovação;00:26:55;R$ 3.698,00
Agendamento;ES;Erma Larn;15/06/2023;Aprovação;00:09:42;R$ 6.689,00
Vendas;SC;Lilas Brahms;15/06/2023;Aprovação;00:08:30;R$ 24.347,00
Contato;MT;Christean Birrel;15/06/2023;Fraude;00:28:26;R$ 7.288,00
Contato;TO;Lilas Brahms;15/06/2023;Fraude;00:06:29;R$ 7.922,00
Vendas;PB;Byron Fairbard;15/06/2023;Aprovação;00:26:51;R$ 22.350,00
Contato;AM;Lucie Mongan;15/06/2023;Reprova;00:07:25;R$ 23.964,00
Agendamento;PA;Gavrielle O' Neligan;15/06/2023;Aprovação;00:19:03;R$ 17.694,00
Contato;PE;Christoforo Colquyte;15/06/2023;Pendência;00:19:22;R$ 24.682,00
Contato;RN;Leonardo Davion;15/06/2023;Pendência;00:18:59;R$ 713,00
Vendas;MG;Sianna Maypowder;15/06/2023;Aprovação;00:19:44;R$ 7.145,00
Agendamento;GO;Idette Thyer;15/06/2023;Pendência;00:03:27;R$ 20.417,00
Vendas;AM;Boyce Tennant;15/06/2023;Fraude;00:24:36;R$ 13.112,00
Contato;TO;Byron Fairbard;15/06/2023;Pendência;00:12:33;R$ 8.341,00
Vendas;RO;Jermain Tolle;15/06/2023;Aprovação;00:29:10;R$ 24.770,00
Agendamento;TO;Sianna Maypowder;15/06/2023;Reprova;00:15:03;R$ 377,00
Agendamento;PB;Christean Birrel;15/06/2023;Fraude;00:26:36;R$ 7.259,00
Agendamento;PR;Lilas Brahms;15/06/2023;Aprovação;00:05:07;R$ 12.626,00
Agendamento;BA;Stuart Sarl;15/06/2023;Aprovação;00:15:17;R$ 12.479,00
Vendas;RN;Jodi Moyle;15/06/2023;Aprovação;00:20:34;R$ 4.385,00
Agendamento;BA;Katya Craghead;15/06/2023;Aprovação;00:21:40;R$ 20.428,00
Contato;SC;Cathryn MacGibbon;15/06/2023;Fraude;00:12:22;R$ 13.432,00
Vendas;ES;Osgood Castaignet;15/06/2023;Reprova;00:12:25;R$ 23.045,00
Contato;PB;Lilas Brahms;15/06/2023;Pendência;00:09:08;R$ 2.023,00
Vendas;SC;Carol-jean Bortolotti;15/06/2023;Aprovação;00:01:17;R$ 4.969,00
Agendamento;GO;Lucie Mongan;15/06/2023;Fraude;00:21:08;R$ 13.952,00
Agendamento;TO;Sianna Maypowder;15/06/2023;Aprovação;00:06:38;R$ 17.566,00
Contato;PE;Kenyon Baugh;15/06/2023;Pendência;00:12:08;R$ 22.368,00
Vendas;RN;Lilas Brahms;15/06/2023;Fraude;00:08:54;R$ 19.872,00
Vendas;RN;Carol-jean Bortolotti;15/06/2023;Aprovação;00:14:26;R$ 8.385,00
Vendas;MT;Serena Bale;15/06/2023;Pendência;00:26:26;R$ 1.360,00
Vendas;MA;Byron Fairbard;15/06/2023;Reprova;00:04:38;R$ 17.187,00
Vendas;CE;Christean Birrel;15/06/2023;Fraude;00:05:20;R$ 16.984,00
Vendas;PI;Leonardo Davion;15/06/2023;Pendência;00:20:24;R$ 23.288,00
Vendas;AP;Carol-jean Bortolotti;15/06/2023;Fraude;00:18:11;R$ 3.911,00
Agendamento;SE;Carol-jean Bortolotti;15/06/2023;Fraude;00:06:03;R$ 7.154,00
Contato;AP;Abbie Capin;15/06/2023;Pendência;00:10:09;R$ 1.790,00
Contato;PE;Osgood Castaignet;15/06/2023;Reprova;00:04:04;R$ 14.538,00
Agendamento;MG;Seth Coley;15/06/2023;Aprovação;00:09:49;R$ 7.728,00
Vendas;RS;Stuart Sarl;15/06/2023;Pendência;00:21:18;R$ 16.224,00
Contato;SE;Bank Vertigan;15/06/2023;Pendência;00:01:57;R$ 2.476,00
Agendamento;AM;Tawsha Fincher;15/06/2023;Reprova;00:17:40;R$ 10.843,00
Contato;SE;Carol-jean Bortolotti;15/06/2023;Fraude;00:28:43;R$ 2.374,00
Agendamento;SP;Abbie Capin;15/06/2023;Aprovação;00:25:21;R$ 4.253,00
Vendas;PR;Sianna Maypowder;15/06/2023;Aprovação;00:22:58;R$ 15.361,00
Contato;PI;Joli Trebilcock;15/06/2023;Fraude;00:12:43;R$ 22.498,00
Vendas;SC;Jermain Tolle;15/06/2023;Fraude;00:08:48;R$ 15.129,00
Agendamento;PA;Natal Domoney;15/06/2023;Fraude;00:08:50;R$ 19.275,00
Vendas;MT;Lucie Mongan;15/06/2023;Fraude;00:05:56;R$ 3.812,00
Vendas;PR;Obadiah Kinde;15/06/2023;Aprovação;00:13:05;R$ 786,00
Vendas;RO;Bank Vertigan;15/06/2023;Reprova;00:06:44;R$ 5.467,00
Agendamento;TO;Joli Trebilcock;15/06/2023;Aprovação;00:05:47;R$ 5.717,00
Agendamento;PE;Jodi Moyle;15/06/2023;Aprovação;00:07:28;R$ 14.160,00
Agendamento;GO;Natal Domoney;15/06/2023;Reprova;00:21:12;R$ 23.013,00
Vendas;DF;Byron Fairbard;15/06/2023;Pendência;00:27:51;R$ 23.827,00
Agendamento;PB;Natal Domoney;15/06/2023;Aprovação;00:13:24;R$ 5.183,00
Contato;PI;Byron Fairbard;15/06/2023;Reprova;00:14:32;R$ 9.553,00
Agendamento;SC;Carol-jean Bortolotti;15/06/2023;Aprovação;00:24:45;R$ 11.928,00
Vendas;TO;Christoforo Colquyte;15/06/2023;Aprovação;00:06:55;R$ 8.978,00
Agendamento;MS;Christoforo Colquyte;15/06/2023;Fraude;00:09:05;R$ 15.047,00
Vendas;PB;Sianna Maypowder;15/06/2023;Aprovação;00:14:29;R$ 8.495,00
Agendamento;MA;Joli Trebilcock;15/06/2023;Aprovação;00:23:28;R$ 9.935,00
Agendamento;RS;Stuart Sarl;15/06/2023;Reprova;00:11:49;R$ 16.752,00
Agendamento;AP;Carol-jean Bortolotti;15/06/2023;Aprovação;00:15:28;R$ 5.261,00
Agendamento;TO;Carlita Yoakley;15/06/2023;Pendência;00:02:13;R$ 5.402,00
Vendas;CE;Carol-jean Bortolotti;15/06/2023;Fraude;00:07:46;R$ 18.338,00
Contato;RJ;Abbie Capin;15/06/2023;Reprova;00:12:28;R$ 11.016,00
Contato;PI;Christean Birrel;15/06/2023;Aprovação;00:15:11;R$ 23.714,00
Agendamento;AL;Serena Bale;15/06/2023;Fraude;00:05:13;R$ 13.542,00
Vendas;CE;Osgood Castaignet;15/06/2023;Aprovação;00:14:44;R$ 22.063,00
Contato;RN;Carlita Yoakley;15/06/2023;Reprova;00:06:32;R$ 18.072,00
Agendamento;AL;Christean Birrel;15/06/2023;Aprovação;00:23:53;R$ 15.040,00
Contato;SC;Erma Larn;15/06/2023;Reprova;00:21:12;R$ 2.339,00
Agendamento;BA;Abbie Capin;15/06/2023;Aprovação;00:23:04;R$ 13.936,00
Contato;MA;Idette Thyer;15/06/2023;Fraude;00:17:24;R$ 21.419,00
Agendamento;MA;Tawsha Fincher;15/06/2023;Pendência;00:04:57;R$ 6.920,00
Vendas;CE;Byron Fairbard;15/06/2023;Fraude;00:17:18;R$ 20.349,00
Contato;RO;Idette Thyer;15/06/2023;Reprova;00:06:40;R$ 9.130,00
Vendas;AP;Serena Bale;15/06/2023;Reprova;00:17:01;R$ 22.976,00
Agendamento;AC;Cathryn MacGibbon;15/06/2023;Aprovação;00:13:14;R$ 3.574,00
Agendamento;ES;Gavrielle O' Neligan;15/06/2023;Aprovação;00:15:01;R$ 6.962,00
Vendas;PA;Kenyon Baugh;15/06/2023;Aprovação;00:11:53;R$ 11.780,00
Vendas;AM;Jodi Moyle;15/06/2023;Pendência;00:20:28;R$ 6.976,00
Agendamento;ES;Byron Fairbard;15/06/2023;Aprovação;00:15:40;R$ 19.988,00
Contato;RN;Jermain Tolle;15/06/2023;Aprovação;00:19:50;R$ 23.112,00
Contato;RS;Gavrielle O' Neligan;15/06/2023;Fraude;00:17:31;R$ 6.247,00
Agendamento;SP;Bank Vertigan;15/06/2023;Pendência;00:29:48;R$ 1.273,00
Vendas;SE;Lilas Brahms;15/06/2023;Aprovação;00:28:53;R$ 14.966,00
Agendamento;RJ;Boyce Tennant;15/06/2023;Fraude;00:02:00;R$ 2.060,00
Vendas;PB;Rolland d'Escoffier;15/06/2023;Aprovação;00:02:07;R$ 23.565,00
Contato;RN;Abbie Capin;15/06/2023;Aprovação;00:13:08;R$ 24.136,00
Vendas;PB;Stuart Sarl;15/06/2023;Aprovação;00:16:31;R$ 3.544,00
Agendamento;CE;Erma Larn;15/06/2023;Aprovação;00:20:50;R$ 2.711,00
Vendas;MA;Bank Vertigan;15/06/2023;Aprovação;00:03:00;R$ 17.268,00
Contato;AP;Idette Thyer;15/06/2023;Aprovação;00:20:37;R$ 11.991,00
Contato;AM;Christean Birrel;15/06/2023;Fraude;00:24:51;R$ 14.912,00
